PCODE,SUBURB,WEEK,CASES,CUMU_CASES,IR_10000,CumuIR_10000,ppltn_2022
HS00022,Western Triangle,23,0,1,0,1.775568182,5632
HS00024,Highfield Engineering,23,0,0,0,0,4380
HS00025,Highfield Lusaka,23,0,0,0,0,4396
HS00026,Highfield Paradise,23,0,1,0,3.097893432,3228
HS00027,Highfield Egypt,23,1,1,1.944012442,1.944012442,5144
HS00029,Highfield New Canaan,23,0,3,0,3.340757238,8980
HS00034,Rugare,23,1,4,1.355748373,5.422993492,7376
HS00042,Kuwadzana - Ext. (phase 4),23,0,1,0,0.397772474,25140
HS00043,Kuwadzana 7,23,0,1,0,1.75070028,5712
HS00044,Kuwadzana 5,23,0,0,0,0,15700
HS00046,Kuwadzana 2,23,0,0,0,0,5416
HS00047,Kuwadzana 3,23,0,0,0,0,10324
HS00050,Crowborough North,23,0,0,0,0,12808
HS00051,Crowborough North Ext.,23,0,1,0,1.010509297,9896
HS00055,Southerton Residential,23,0,0,0,0,10552
HS00056,Warren Park D,23,0,1,0,0.659804698,15156
HS00061,Ushewokunze,23,3,5,0.283800658,0.473001097,105708
HS00064,Lochinvar,23,1,2,0.988142292,1.976284585,10120
HS00065,Mufakose,23,3,6,0.778654485,1.55730897,38528
HS00093,Borrowdale,23,0,4,0,2.437835202,16408
HS00103,Braeside,23,0,3,0,2.805836139,10692
HS00104,Caledonia,23,0,3,0,0.205209587,146192
HS00107,Chisipite,23,0,2,0,2.074688797,9640
HS00114,Dzivaresekwa 4,23,0,1,0,3.521126761,2840
HS00118,Dzivaresekwa Ext,23,0,3,0,0.848128463,35372
HS00119,Eastlea,23,0,1,0,0.914745701,10932
HS00123,Glen Lorne,23,0,0,0,0,19684
HS00124,Glenwood,23,0,1,0,2.306273063,4336
HS00137,Hatcliffe Consortium,23,1,1,0.343548165,0.343548165,29108
HS00138,Hatcliffe 1,23,0,2,0,2.075550021,9636
HS00140,Hatfield,23,1,1,0.256436558,0.256436558,38996
HS00144,Hopely,23,2,9,0.250689396,1.128102281,79780
HS00156,Monavale,23,0,2,0,4.125412541,4848
HS00157,New Mabvuku,23,0,1,0,0.372411738,26852
HS00159,Mabvuku (Undeveloped),23,0,1,0,250,40
HS00170,Mbare Ardbennie,23,0,0,0,0,7964
HS00172,Mount Pleasant,23,0,2,0,0.400608926,49924
HS00181,Mukuvisi Woodlands,23,0,2,0,4.84496124,4128
HS00182,New Settlement,23,7,16,3.002230228,6.862240522,23316
HS00188,Sunningdale,23,0,0,0,0,12200
HS00193,Tynwald,23,0,1,0,0.494755591,20212
HS00201,Waterfalls Retreat,23,1,4,0.160709694,0.642838776,62224
HS00203,Waterfalls Mainway Meadows,23,0,1,0,0.22106287,45236
HS00205,Westgate,23,0,3,0,3.101736973,9672
HS00206,Westlea,23,0,2,0,1.200480192,16660
HS00207,Southlea Park,23,1,6,0.11188686,0.67132116,89376
HS00211,Southlands,23,1,1,0.336337952,0.336337952,29732
HS00215,Mbare Magaba,23,0,0,0,0,6080
HS00216,Mbare Shawasha,23,2,2,27.17391304,27.17391304,736
HS00219,Mbare Annex,23,0,2,0,15.19756839,1316
HS00221,Mbare Matapi,23,0,11,0,174.0506329,632
HS00225,Mbare National,23,2,8,0.664187035,2.65674814,30112
HS00228,Mbare Matererini,23,1,4,38.46153846,153.8461538,260
HS00238,Epworth Zinyengere Extension,23,0,1,0,0.539956803,18520
HS00239,Epworth Glenwood,23,1,1,0.787401575,0.787401575,12700
HS00248,Manyame Park,23,0,2,0,0.492029128,40648
HS00251,Zengeza 4,23,0,1,0,0.281690141,35500
HS00299,Zengeza 3 and 5,23,1,1,0.274815873,0.274815873,36388
HS00310,Ruwa,23,0,0,0,0,164284
HS00001,Budiriro 5B Ext,24,0,1,0,0.234213978,42696
HS00002,Budiriro 1,24,30,115,12.40284439,47.54423681,24188
HS00003,Budiriro 3,24,2,18,2.236135957,20.12522361,8944
HS00004,Budiriro 2,24,6,18,4.798464491,14.39539347,12504
HS00005,Budiriro 4,24,0,7,0,7.390202703,9472
HS00006,Budiriro 5A,24,3,9,1.883948757,5.65184627,15924
HS00007,Budiriro 5B,24,6,21,3.013258337,10.54640418,19912
HS00009,Glen Norah A,24,6,40,1.891551072,12.61034048,31720
HS00011,Glen Norah C,24,3,8,4.601226994,12.26993865,6520
HS00013,Glen Norah B,24,1,6,0.815660685,4.893964111,12260
HS00014,Glenview 1,24,24,134,10.8577633,60.62251176,22104
HS00015,Glenview 8,24,19,91,10.77830724,51.62241888,17628
HS00017,Glenview 7,24,13,58,4.148053606,18.5067007,31340
HS00018,Glenview 2,24,1,16,1.959247649,31.34796238,5104
HS00019,Glenview 3,24,18,132,9.398496241,68.92230576,19152
HS00020,Glenview 4,24,0,3,0,6.690454951,4484
HS00021,Old Highfield,24,3,3,2.15393452,2.15393452,13928
HS00022,Western Triangle,24,0,1,0,1.775568182,5632
HS00024,Highfield Engineering,24,0,0,0,0,4380
HS00025,Highfield Lusaka,24,0,0,0,0,4396
HS00026,Highfield Paradise,24,0,1,0,3.097893432,3228
HS00027,Highfield Egypt,24,1,2,1.944012442,3.888024883,5144
HS00029,Highfield New Canaan,24,0,3,0,3.340757238,8980
HS00034,Rugare,24,0,4,0,5.422993492,7376
HS00042,Kuwadzana - Ext. (phase 4),24,0,1,0,0.397772474,25140
HS00043,Kuwadzana 7,24,0,1,0,1.75070028,5712
HS00044,Kuwadzana 5,24,0,0,0,0,15700
HS00046,Kuwadzana 2,24,1,1,1.846381093,1.846381093,5416
HS00047,Kuwadzana 3,24,0,0,0,0,10324
HS00050,Crowborough North,24,1,1,0.780762024,0.780762024,12808
HS00051,Crowborough North Ext.,24,0,1,0,1.010509297,9896
HS00055,Southerton Residential,24,0,0,0,0,10552
HS00056,Warren Park D,24,0,1,0,0.659804698,15156
HS00061,Ushewokunze,24,1,6,0.094600219,0.567601317,105708
HS00064,Lochinvar,24,0,2,0,1.976284585,10120
HS00065,Mufakose,24,1,7,0.259551495,1.816860465,38528
HS00093,Borrowdale,24,0,4,0,2.437835202,16408
HS00103,Braeside,24,0,3,0,2.805836139,10692
HS00104,Caledonia,24,0,3,0,0.205209587,146192
HS00107,Chisipite,24,0,2,0,2.074688797,9640
HS00114,Dzivaresekwa 4,24,0,1,0,3.521126761,2840
HS00118,Dzivaresekwa Ext,24,0,3,0,0.848128463,35372
HS00119,Eastlea,24,0,1,0,0.914745701,10932
HS00123,Glen Lorne,24,0,0,0,0,19684
HS00124,Glenwood,24,0,1,0,2.306273063,4336
HS00137,Hatcliffe Consortium,24,0,1,0,0.343548165,29108
HS00138,Hatcliffe 1,24,0,2,0,2.075550021,9636
HS00140,Hatfield,24,0,1,0,0.256436558,38996
HS00144,Hopely,24,0,9,0,1.128102281,79780
HS00156,Monavale,24,0,2,0,4.125412541,4848
HS00157,New Mabvuku,24,0,1,0,0.372411738,26852
HS00159,Mabvuku (Undeveloped),24,0,1,0,250,40
HS00170,Mbare Ardbennie,24,1,1,1.255650427,1.255650427,7964
HS00172,Mount Pleasant,24,0,2,0,0.400608926,49924
HS00181,Mukuvisi Woodlands,24,0,2,0,4.84496124,4128
HS00182,New Settlement,24,4,20,1.71556013,8.577800652,23316
HS00188,Sunningdale,24,1,1,0.819672131,0.819672131,12200
HS00193,Tynwald,24,0,1,0,0.494755591,20212
HS00201,Waterfalls Retreat,24,1,5,0.160709694,0.80354847,62224
HS00203,Waterfalls Mainway Meadows,24,0,1,0,0.22106287,45236
HS00205,Westgate,24,0,3,0,3.101736973,9672
HS00206,Westlea,24,0,2,0,1.200480192,16660
HS00207,Southlea Park,24,0,6,0,0.67132116,89376
HS00211,Southlands,24,0,1,0,0.336337952,29732
HS00215,Mbare Magaba,24,0,0,0,0,6080
HS00216,Mbare Shawasha,24,0,2,0,27.17391304,736
HS00219,Mbare Annex,24,0,2,0,15.19756839,1316
HS00221,Mbare Matapi,24,0,11,0,174.0506329,632
HS00225,Mbare National,24,0,8,0,2.65674814,30112
HS00228,Mbare Matererini,24,0,4,0,153.8461538,260
HS00238,Epworth Zinyengere Extension,24,0,1,0,0.539956803,18520
HS00239,Epworth Glenwood,24,0,1,0,0.787401575,12700
HS00248,Manyame Park,24,0,2,0,0.492029128,40648
HS00251,Zengeza 4,24,0,1,0,0.281690141,35500
HS00299,Zengeza 3 and 5,24,0,1,0,0.274815873,36388
HS00310,Ruwa,24,1,1,0.0608702,0.0608702,164284
HS00001,Budiriro 5B Ext,25,0,1,0,0.234213978,42696
HS00002,Budiriro 1,25,12,127,4.961137754,52.50537457,24188
HS00003,Budiriro 3,25,0,18,0,20.12522361,8944
HS00004,Budiriro 2,25,3,21,2.399232246,16.79462572,12504
HS00005,Budiriro 4,25,0,7,0,7.390202703,9472
HS00006,Budiriro 5A,25,0,9,0,5.65184627,15924
HS00007,Budiriro 5B,25,0,21,0,10.54640418,19912
HS00009,Glen Norah A,25,9,49,2.837326608,15.44766709,31720
HS00011,Glen Norah C,25,1,9,1.533742331,13.80368098,6520
HS00013,Glen Norah B,25,1,7,0.815660685,5.709624796,12260
HS00014,Glenview 1,25,20,154,9.048136084,69.67064785,22104
HS00015,Glenview 8,25,28,119,15.88382119,67.50624007,17628
HS00017,Glenview 7,25,8,66,2.552648373,21.05934907,31340
HS00018,Glenview 2,25,2,18,3.918495298,35.26645768,5104
HS00019,Glenview 3,25,21,153,10.96491228,79.88721805,19152
HS00020,Glenview 4,25,2,5,4.460303301,11.15075825,4484
HS00021,Old Highfield,25,0,3,0,2.15393452,13928
HS00022,Western Triangle,25,3,4,5.326704545,7.102272727,5632
HS00024,Highfield Engineering,25,1,1,2.283105023,2.283105023,4380
HS00025,Highfield Lusaka,25,0,0,0,0,4396
HS00026,Highfield Paradise,25,0,1,0,3.097893432,3228
HS00027,Highfield Egypt,25,2,4,3.888024883,7.776049767,5144
HS00029,Highfield New Canaan,25,0,3,0,3.340757238,8980
HS00034,Rugare,25,0,4,0,5.422993492,7376
HS00042,Kuwadzana - Ext. (phase 4),25,0,1,0,0.397772474,25140
HS00043,Kuwadzana 7,25,0,1,0,1.75070028,5712
HS00044,Kuwadzana 5,25,1,1,0.636942675,0.636942675,15700
HS00046,Kuwadzana 2,25,0,1,0,1.846381093,5416
HS00047,Kuwadzana 3,25,0,0,0,0,10324
HS00050,Crowborough North,25,1,2,0.780762024,1.561524047,12808
HS00051,Crowborough North Ext.,25,0,1,0,1.010509297,9896
HS00055,Southerton Residential,25,0,0,0,0,10552
HS00056,Warren Park D,25,0,1,0,0.659804698,15156
HS00061,Ushewokunze,25,0,6,0,0.567601317,105708
HS00064,Lochinvar,25,0,2,0,1.976284585,10120
HS00065,Mufakose,25,0,7,0,1.816860465,38528
HS00093,Borrowdale,25,0,4,0,2.437835202,16408
HS00103,Braeside,25,4,7,3.741114852,6.546950991,10692
HS00104,Caledonia,25,1,4,0.068403196,0.273612783,146192
HS00107,Chisipite,25,0,2,0,2.074688797,9640
HS00114,Dzivaresekwa 4,25,0,1,0,3.521126761,2840
HS00118,Dzivaresekwa Ext,25,0,3,0,0.848128463,35372
HS00119,Eastlea,25,1,2,0.914745701,1.829491401,10932
HS00123,Glen Lorne,25,0,0,0,0,19684
HS00124,Glenwood,25,0,1,0,2.306273063,4336
HS00137,Hatcliffe Consortium,25,0,1,0,0.343548165,29108
HS00138,Hatcliffe 1,25,0,2,0,2.075550021,9636
HS00140,Hatfield,25,0,1,0,0.256436558,38996
HS00144,Hopely,25,1,10,0.125344698,1.253446979,79780
HS00156,Monavale,25,0,2,0,4.125412541,4848
HS00157,New Mabvuku,25,0,1,0,0.372411738,26852
HS00159,Mabvuku (Undeveloped),25,0,1,0,250,40
HS00170,Mbare Ardbennie,25,0,1,0,1.255650427,7964
HS00172,Mount Pleasant,25,0,2,0,0.400608926,49924
HS00181,Mukuvisi Woodlands,25,0,2,0,4.84496124,4128
HS00182,New Settlement,25,5,25,2.144450163,10.72225081,23316
HS00188,Sunningdale,25,0,1,0,0.819672131,12200
HS00193,Tynwald,25,0,1,0,0.494755591,20212
HS00201,Waterfalls Retreat,25,0,5,0,0.80354847,62224
HS00203,Waterfalls Mainway Meadows,25,0,1,0,0.22106287,45236
HS00205,Westgate,25,0,3,0,3.101736973,9672
HS00206,Westlea,25,0,2,0,1.200480192,16660
HS00207,Southlea Park,25,0,6,0,0.67132116,89376
HS00211,Southlands,25,0,1,0,0.336337952,29732
HS00215,Mbare Magaba,25,1,1,1.644736842,1.644736842,6080
HS00216,Mbare Shawasha,25,0,2,0,27.17391304,736
HS00219,Mbare Annex,25,0,2,0,15.19756839,1316
HS00221,Mbare Matapi,25,2,13,31.64556962,205.6962025,632
HS00225,Mbare National,25,3,11,0.996280553,3.653028693,30112
HS00228,Mbare Matererini,25,0,4,0,153.8461538,260
HS00238,Epworth Zinyengere Extension,25,0,1,0,0.539956803,18520
HS00239,Epworth Glenwood,25,0,1,0,0.787401575,12700
HS00248,Manyame Park,25,0,2,0,0.492029128,40648
HS00251,Zengeza 4,25,0,1,0,0.281690141,35500
HS00299,Zengeza 3 and 5,25,0,1,0,0.274815873,36388
HS00310,Ruwa,25,1,2,0.0608702,0.121740401,164284
HS00001,Budiriro 5B Ext,26,0,1,0,0.234213978,42696
HS00002,Budiriro 1,26,5,132,2.067140731,54.5725153,24188
HS00003,Budiriro 3,26,1,19,1.118067979,21.24329159,8944
HS00004,Budiriro 2,26,0,21,0,16.79462572,12504
HS00005,Budiriro 4,26,1,8,1.055743243,8.445945946,9472
HS00006,Budiriro 5A,26,1,10,0.627982919,6.279829189,15924
HS00007,Budiriro 5B,26,2,23,1.004419446,11.55082362,19912
HS00009,Glen Norah A,26,7,56,2.206809584,17.65447667,31720
HS00011,Glen Norah C,26,0,9,0,13.80368098,6520
HS00013,Glen Norah B,26,2,9,1.63132137,7.340946166,12260
HS00014,Glenview 1,26,10,164,4.524068042,74.19471589,22104
HS00015,Glenview 8,26,15,134,8.509189925,76.01543,17628
HS00017,Glenview 7,26,16,82,5.105296745,26.16464582,31340
HS00018,Glenview 2,26,0,18,0,35.26645768,5104
HS00019,Glenview 3,26,24,177,12.53132832,92.41854637,19152
HS00020,Glenview 4,26,0,5,0,11.15075825,4484
HS00021,Old Highfield,26,0,3,0,2.15393452,13928
HS00022,Western Triangle,26,0,4,0,7.102272727,5632
HS00024,Highfield Engineering,26,0,1,0,2.283105023,4380
HS00025,Highfield Lusaka,26,2,2,4.549590537,4.549590537,4396
HS00026,Highfield Paradise,26,0,1,0,3.097893432,3228
HS00027,Highfield Egypt,26,0,4,0,7.776049767,5144
HS00029,Highfield New Canaan,26,0,3,0,3.340757238,8980
HS00034,Rugare,26,0,4,0,5.422993492,7376
HS00042,Kuwadzana - Ext. (phase 4),26,0,1,0,0.397772474,25140
HS00043,Kuwadzana 7,26,0,1,0,1.75070028,5712
HS00044,Kuwadzana 5,26,0,1,0,0.636942675,15700
HS00046,Kuwadzana 2,26,0,1,0,1.846381093,5416
HS00047,Kuwadzana 3,26,1,1,0.968616815,0.968616815,10324
HS00050,Crowborough North,26,0,2,0,1.561524047,12808
HS00051,Crowborough North Ext.,26,0,1,0,1.010509297,9896
HS00055,Southerton Residential,26,1,1,0.947687642,0.947687642,10552
HS00056,Warren Park D,26,0,1,0,0.659804698,15156
HS00061,Ushewokunze,26,1,7,0.094600219,0.662201536,105708
HS00064,Lochinvar,26,0,2,0,1.976284585,10120
HS00065,Mufakose,26,2,9,0.51910299,2.335963455,38528
HS00093,Borrowdale,26,0,4,0,2.437835202,16408
HS00103,Braeside,26,0,7,0,6.546950991,10692
HS00104,Caledonia,26,0,4,0,0.273612783,146192
HS00107,Chisipite,26,0,2,0,2.074688797,9640
HS00114,Dzivaresekwa 4,26,0,1,0,3.521126761,2840
HS00118,Dzivaresekwa Ext,26,0,3,0,0.848128463,35372
HS00119,Eastlea,26,0,2,0,1.829491401,10932
HS00123,Glen Lorne,26,1,1,0.508026824,0.508026824,19684
HS00124,Glenwood,26,0,1,0,2.306273063,4336
HS00137,Hatcliffe Consortium,26,0,1,0,0.343548165,29108
HS00138,Hatcliffe 1,26,0,2,0,2.075550021,9636
HS00140,Hatfield,26,0,1,0,0.256436558,38996
HS00144,Hopely,26,0,10,0,1.253446979,79780
HS00156,Monavale,26,0,2,0,4.125412541,4848
HS00157,New Mabvuku,26,0,1,0,0.372411738,26852
HS00159,Mabvuku (Undeveloped),26,2,3,500,750,40
HS00170,Mbare Ardbennie,26,0,1,0,1.255650427,7964
HS00172,Mount Pleasant,26,0,2,0,0.400608926,49924
HS00181,Mukuvisi Woodlands,26,0,2,0,4.84496124,4128
HS00182,New Settlement,26,4,29,1.71556013,12.43781095,23316
HS00188,Sunningdale,26,0,1,0,0.819672131,12200
HS00193,Tynwald,26,0,1,0,0.494755591,20212
HS00201,Waterfalls Retreat,26,1,6,0.160709694,0.964258164,62224
HS00203,Waterfalls Mainway Meadows,26,0,1,0,0.22106287,45236
HS00205,Westgate,26,0,3,0,3.101736973,9672
HS00206,Westlea,26,0,2,0,1.200480192,16660
HS00207,Southlea Park,26,0,6,0,0.67132116,89376
HS00211,Southlands,26,0,1,0,0.336337952,29732
HS00215,Mbare Magaba,26,3,4,4.934210526,6.578947368,6080
HS00216,Mbare Shawasha,26,1,3,13.58695652,40.76086957,736
HS00219,Mbare Annex,26,0,2,0,15.19756839,1316
HS00221,Mbare Matapi,26,2,15,31.64556962,237.3417722,632
HS00225,Mbare National,26,2,13,0.664187035,4.317215728,30112
HS00228,Mbare Matererini,26,0,4,0,153.8461538,260
HS00238,Epworth Zinyengere Extension,26,0,1,0,0.539956803,18520
HS00239,Epworth Glenwood,26,0,1,0,0.787401575,12700
HS00248,Manyame Park,26,0,2,0,0.492029128,40648
HS00251,Zengeza 4,26,0,1,0,0.281690141,35500
HS00299,Zengeza 3 and 5,26,0,1,0,0.274815873,36388
HS00310,Ruwa,26,0,2,0,0.121740401,164284
